"method","metric","val","scenario","n","p_over_n","L","pi_po","pi_d","d","pev","gamma","perc_theta_share","alpha","graph_type"
"Kraus","CurveError",0.212430302522112,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.190379017865039,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.245177330799082,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.31861795066636,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.236006911737787,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.356617008357897,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.271733203840518,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.299361215186302,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.295521866800448,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.263475237979646,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.255471572012145,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.175429266320569,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.25116277412718,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.212669756151747,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.230635901891218,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.249945059190973,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.29131141294905,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.246554666517816,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.321884521324855,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.264518003580922,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.253373359182097,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.237280482537165,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.277730139203096,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.229276955206748,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.262830586224434,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.301665337906873,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.225746754801067,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.242199958180573,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.285707013133305,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.262664932624052,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.279985678442488,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.325977432611654,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.286319211791605,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.282681123700253,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.285256722710992,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.27032047444501,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.283702826803129,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.263603870917656,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.232527439818105,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"Kraus","CurveError",0.23006304955967,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.6180000000168,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5219999999972,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5909999999858,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5920000000042,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.765000000014,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.4400000000023,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5760000000009,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.6049999999814,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5990000000165,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.4960000000137,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5280000000203,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.6210000000137,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5229999999865,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5889999999781,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5039999999863,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.5889999999781,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.3669999999984,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.4500000000116,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.7419999999984,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.7690000000002,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.8369999999995,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.8969999999972,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9409999999916,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.8319999999949,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9400000000023,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9099999999744,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9640000000072,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.987999999983,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9560000000056,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.0380000000005,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9539999999979,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.8569999999891,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.1169999999984,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.1369999999879,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.9040000000095,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.2249999999767,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.8809999999939,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.1739999999991,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.747000000003,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.247000000003,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",16.6300000000047,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.8470000000088,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.7240000000165,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.6779999999853,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.695000000007,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.7890000000189,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.7520000000077,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.8569999999891,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.6520000000019,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",15.6120000000228,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.9219999999914,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",12.0130000000063,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.9010000000126,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7799999999988,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6929999999993,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",12.1460000000079,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7460000000137,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8129999999946,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7440000000061,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6680000000051,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6840000000084,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7690000000002,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8919999999925,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7390000000014,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6469999999972,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8070000000007,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7179999999935,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7369999999937,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.762000000017,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7729999999865,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8129999999946,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8300000000163,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6319999999832,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6600000000035,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.5919999999751,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7330000000075,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7219999999797,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6869999999763,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6570000000065,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7049999999872,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6669999999867,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.9070000000065,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.9429999999993,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8319999999949,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.734999999986,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8440000000119,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8729999999923,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",12.1749999999884,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.9020000000019,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8399999999965,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.7050000000163,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6160000000091,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.698000000004,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8269999999902,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6939999999886,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.8990000000049,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.88400000002,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",12.085000000021,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.862999999983,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ComputationalTime",11.6870000000054,"missing","100","0.2","5","0.7","0.3","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.366663582596489,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.38998134904354,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.355236126397844,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.366713791756784,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.361101255967274,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.376711693011352,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.407865378265729,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.367917172292826,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.353779981974916,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.363199381256573,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.37344695841847,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.402265282579505,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.384237220906024,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.374655851452461,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.387324753416293,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.356802770861872,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.389640690375278,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.404643674387177,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.375949746450367,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.394629386973538,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.36955481833975,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.383718854408101,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.375686375248402,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.366604259434593,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.373050332153581,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.368899560616321,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.373557861269712,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.378278774095596,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.367875649454557,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.382608960374259,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.399081977139918,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.398523930811472,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.396793464950182,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.36720840513231,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.379740627455406,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.3617260135154,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.367193218765784,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.34598623362226,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.373453402118949,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.373847887173351,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.381173309809814,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.364786655107613,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.348097143640668,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.385348423274424,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.382285500549643,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.3509802314558,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.381224383190423,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.350146350025906,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.383419860089928,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.38169654912944,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.354034437947099,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.40886717283361,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.334998507803327,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.353751432154386,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.374034198384342,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.392601383792728,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.380285744822536,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.371167256567667,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.368415023490915,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.395982833435277,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.369514747859433,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.411231274633917,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.385959369529215,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.376348319736649,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.386276816370417,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.360953150212986,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.369963085190566,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.35761258284586,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.372690848097138,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.376832169873773,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.397344321954798,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.385343005401211,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.38803199742196,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.403809831289995,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.382831756386771,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.385310389665224,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.368077946044202,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.39752796703485,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
"poFGGM","ThetaError",0.368355558029325,"missing","100","0.2","5","0.7","0.5","50","0.99","0.0","1.0","best","smallworld"
