"method","metric","val","scenario","n","p_over_n","L","pi_po","pi_d","d","pev","gamma","perc_theta_share","alpha","graph_type"
"poFGGM","ThetaError",0.403304852991348,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.358981788350096,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.350046484717719,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.414822387049282,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.359481857188595,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.3312560602743,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.382382967673033,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.372172364407137,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.361929908833696,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.376377755440871,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.358837285198069,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.359795595054946,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.392355681526241,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.364274409615044,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.376952392564745,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.408988568962143,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.362497120739983,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.384167081254222,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.380423793347279,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.394790081946663,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.363939652522579,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.38492935233559,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.396941418221965,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.375447380895864,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.345973261071686,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.413793954417047,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.368920607141977,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.392060396867468,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.381659861952378,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.411278159133986,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.355411731430433,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.38899127993521,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.372097530394163,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.374047571509205,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.370331154632227,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.396833648310794,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.357530870402921,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.434153876140037,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.404213519689704,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.368635831513348,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.362963038060713,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.400941551098556,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.38086128476714,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.38839730523355,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.367651105395932,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.396392420994855,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.37006623564045,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.376222732606746,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.394441023903408,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.313618626434677,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.388598275692473,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.383724355588789,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.34348344523631,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.371098068174606,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.360288532337179,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.414532847964993,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.391479851768261,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.339112287888219,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.361945825159999,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.367497395978462,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.373197606295636,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.371960499891791,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.357718308177726,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.36740945529982,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.406634126818836,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.365158630614974,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.340324127522664,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.368595833795508,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.374195281844053,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.405072984601326,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.402052094074429,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.373946277344329,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.375779903528606,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.375222072695674,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.335194888347774,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.36807506367439,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.358554384031522,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.362696413963522,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.369783157563701,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.418724450605286,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.352716971039124,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.391054323983825,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.354783812042909,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.397349477003096,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.354573498479546,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.3776858616796,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.392234754328227,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.385901716342462,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.384014800737126,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.369899102455212,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.382230706752478,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.347775372423552,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.366443923700634,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.413213656471466,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.321772420272285,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.346170258476159,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.355925901153659,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.394091676589485,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.342712970945336,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"poFGGM","ThetaError",0.328054124385479,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.464253769790799,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.400342653571314,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.422522637848764,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.44380669813734,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.400443537105219,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.424535044154402,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.465527664359682,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.438986435312775,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.448799535966511,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.464244936953609,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.426010752914497,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.454184110492792,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.462016042376697,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.435868199454741,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.4163716015105,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.469465860673106,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.418631917345697,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.469348757497792,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.411096162380193,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.467593588570564,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.414529258972014,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.498825533614501,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.440944807593909,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.487244033094351,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.41337215255595,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.477898071275776,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.446518129883544,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.443974768183627,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.573058561055633,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.483650716631183,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.448660497613208,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.479834952836468,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.460393757789622,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.432439942516442,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.426793281288587,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.503807898152143,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.437795921128947,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.47687027791516,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.487008285650056,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.437233640760466,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.395142835492915,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.447425842590599,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.421062183953966,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.404059490584856,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.428880039864864,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.456062135001526,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.432693207076345,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.462329211055788,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.46003218250981,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.383691241134725,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.448440089274395,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.450881894200245,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.401863513357762,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.4089638896657,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.435996206813011,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.474269416254943,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.445272607320267,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.415403508801417,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.429332793545541,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.415335589226478,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.489644230787166,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.425074192358876,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.41266402629285,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.452370031047367,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.458579173827787,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.464764638433208,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.415435951946635,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.480008943032594,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.451492267312911,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.469233290211509,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.475114850724694,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.507045855996187,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.429387485614749,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.399487910179779,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.462001886808732,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.507566158802257,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.434797452194272,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.462320898894355,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.440251036060429,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.458356751931304,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.437949360378514,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.474220465001437,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.411052394259016,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.450690332619755,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.478495097460074,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.416440788169106,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.446548589113677,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.424900987912968,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.454745545522427,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.417509198580423,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.479119521644718,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.45673904299336,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.421977675208648,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.443401289520788,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.405942980611544,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.41590003257692,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.429709488672349,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.450868799987809,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.405373715246127,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Kraus","ThetaError",0.418543680310324,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","best","star"
"Oracle","ThetaError",0.393691037063973,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.361769885293506,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.344922717296064,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.419080824307637,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.365220350025352,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.330222199089084,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.381386418831309,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.370193569812152,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.351220836569186,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.374655830615702,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.354167973685312,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.362047718279396,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.395145161820565,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.355644501844829,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.376534706804541,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.40473038169531,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.360923845327722,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.377715622244313,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.377898614512206,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.388015062500294,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.361345587348638,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.382280567623322,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
"Oracle","ThetaError",0.391913947798951,"p_and_n","50","0.2","5","0.5","0.5","50","0.99","0.0","1.0","none","star"
